Id,Predicted
0,36.485544519343954
1,15.431002370977986
2,61.11415331726318
3,55.34782789876618
4,25.839494098562376
5,55.1102634315629
6,50.59013749446168
7,26.57822354020855
8,55.323842201553916
9,40.9236889712455
10,18.133309758291237
11,39.189120326439685
12,27.292317103705873
13,35.460799596429275
14,49.66247467484004
15,57.9997578775387
16,35.126646466744056
17,30.413826965513103
18,49.05523874252199
19,33.65782951958535
20,51.43715586090713
21,34.129135070495046
22,32.75213053514716
23,48.5906253866131
24,24.45120607956199
25,24.21198577807499
26,70.3238775392734
27,26.04087711562354
28,57.9997578775387
29,48.11347135959546
30,19.460488245794146
31,40.87010731105425
32,18.947040365377738
33,22.586362443611055
34,26.056429712291415
35,16.986589524567417
36,54.645650075654004
37,26.795968160855907
38,28.533816676996047
39,24.669465175715743
40,51.07900228877066
41,33.462775637798075
42,27.01763702263019
43,34.16524258881896
44,58.71422833893636
45,53.44770683203746
46,31.60942592703487
47,42.09093699423282
48,30.676131811712878
49,61.04801867583899
50,39.663791875783474
51,19.972029780071235
52,23.69707496722571
53,32.403064018703716
54,42.52828299517907
55,45.22805609543574
56,38.00654062479807
57,54.49521210705489
58,59.60383379783032
59,40.196365639751356
60,32.60776434606509
61,18.030104111643986
62,49.687368115971125
63,55.91513645112535
64,20.65522315154567
65,47.86840275817141
66,34.63996861987202
67,36.19746015971164
68,21.473022325812774
69,21.303876766779524
70,27.922246445648987
71,27.01056476327938
72,53.91232018794636
73,21.526323907626757
74,36.866669313694935
75,51.84363091174584
76,26.79991723920079
77,20.700932677348888
78,25.159689392170645
79,27.533219516043427
80,23.952807843800933
81,43.755104222762135
82,35.10270715036748
83,31.89237811705097
84,36.910123010947615
85,37.88770534212622
86,46.19193474485359
87,48.18486236954487
88,39.81563554959975
89,30.919317352666933
90,54.41672912885888
91,20.344739306516296
92,25.30053681145909
93,36.75279321242519
94,29.340167210763045
95,59.51941245498159
96,31.26140911438837
97,34.681628854395385
98,48.70877094925884
99,28.411982883532907
100,28.765578570736352
101,38.772681396596646
102,22.90854434868738
103,34.06957858909886
104,33.86556936316799
105,37.47024542719017
106,38.59225198974608
107,32.109378339623056
108,28.963483310355826
109,41.025656583352465
110,19.527628218932264
111,56.98581555167828
112,27.020468800732374
113,31.84982711226772
114,42.942084555278136
115,62.650077993201414
116,32.94142954898498
117,36.71101776187656
118,42.814996916708644
119,30.57214038351826
120,39.389377993774545
121,28.382197559349578
122,61.37937564214778
123,24.04002361234361
124,20.2687803181079
125,20.625755000041874
126,17.141251217396608
127,20.487988836198856
128,39.75043095323535
129,31.576830065724675
130,28.82691393003601
131,51.37748947919563
132,32.031682773904215
133,24.166233763164623
134,24.191607693450084
135,51.88344835473755
136,65.40494385653459
137,38.581023116896695
138,12.312259760492367
139,19.99224157484116
140,39.771334581722314
141,50.69547047609919
142,31.22612649371012
143,16.59502957756419
144,17.05376593060212
145,38.49044657194622
146,45.74564225102317
147,22.451753976805122
148,29.870118308724486
149,17.772752579791483
150,21.570708174396625
151,31.262407628094337
152,25.173770493519662
153,21.904343440514605
154,33.49691274803314
155,32.264239274705666
156,46.87283176838905
157,31.766556653652316
158,31.609675410658923
159,23.212319948925234
160,39.28280994222332
161,41.867176359414294
162,24.988842443698335
163,26.890426198083688
164,35.65924773549127
165,19.473727205800365
166,59.68398066964609
167,54.74746438617643
168,61.73003767893543
169,12.740188012897775
170,31.399182335312346
171,31.251485377646752
172,25.499025411297026
173,63.17599955924449
174,20.11947260457399
175,19.479947784461086
176,16.907396614655802
177,52.13948363405737
178,26.261268621210206
179,39.4402066102185
180,34.53756367669675
181,33.90548791955624
182,19.576565917252925
183,38.31584603961845
184,34.50485202986739
185,32.39647034767248
186,43.91657614574821
187,41.669220844686116
188,27.709442397375135
189,49.687368115971125
190,22.116027057184315
191,73.57617103063565
192,46.542458332237324
193,31.233831340507972
194,15.728129315808022
195,30.806273168367348
196,32.33318014352622
197,28.239757368142627
198,27.72683514018948
199,57.23512925456352
